RouteNum;Authority;City;Transport;Operator;ValidityPeriods;SpecialDates;RouteTag;RouteType;Commercial;RouteName;Weekdays;RouteID;Entry;RouteStops;Pikas2012.10.7;Datestart
120э;;;;2 АП;15901,;;;A>B;A;д/с Дружная -  Малиновка-8;12345;98832;;71378,15667,15685,15689,14922,14923,14989,14988,14913,14914,14915,14916;;d1-d5 - 15.07.2013
;;;;;;;;B>A;A;Малиновка-8 - д/с Дружная;12345;98834;;14916,14917,143099,14920,14921,15691,15694,15844,71378;;
121;;;;5 АП;16068,;;;A>B;A;Сухарево-5-Ждановичи;67;114150;;133395,73663,69090,58340,15153,15154,15158,15159,15160,14886,14887,14860,14864,15561,15560,15559,71956,71954,71953,71957,71450,133184,133183;;d1-d5 - 13.01.2014<br>d6-d7 - 29.12.2013
;;;;;16083,;;;A>B;A;Сухарево-5- ТЦ Ждановичи;12345;118080;;133395,73663,69090,58340,15153,15154,15158,15159,15160,14886,14887,14860,14864,15561,15560,15559,71956,71954,71953,71957,71450,133184,133183;;
;;;;;16068,;;;B>A;A;ТЦ Ждановичи - Сухарево-5;1234567;114156;;133183,133185,151196,133193,71952,71955,15555,15556,15557,15558,14865,14881,14884,14885,15135,15136,15137,15138,15139,15140,15141,73666,73665,133395;;
;;;;;;;0.37;A1>D;A;Сухарево-5 - D АП 5;67;114151;;133395,73663,69090,58340,15153,15154,15158,15159,15160;;
;;;;;16083,;;0.37;A1>D;A;Сухарево-5 - D АП 5 (подбор);12345;118081;;133395,73663,69090,58340,15153,15154,15158,15159,15160;;
;;;;;16068,;;0;D>A;A;D - Сухарево-5;67;114149;;15136,15137,15138,15139,15140,15141,73666,73665,133395;;
;;;;;16083,;;0.32;D>A1;A;D АП 5 - Сухарево-5(подбор);12345;118082;;15136,15137,15138,15139,15140,15141,73666,73665,133395;;
122дэ;;;;;15708,;;;A>B;A;ДС "Кунцевщина" - С. Ковалевской;12345;85820;;15858,15679;;d1-d5 - 03.01.2013
;;;;;;;;B>A;A;С. Ковалевской - ДС "Кунцевщина";12345;85821;;15679,15858;;
122э;;;;;;;;A>B;A;ДС "Кунцевщина" - С. Ковалевской;12345;85824;;15858,14606,14607,14870,58335,15641,15590,15591,14935,15662,15570,69034,15678,15679;;d1-d5 - 03.01.2013
;;;;;;;;B>A;A;С. Ковалевской - ДС "Кунцевщина";12345;85825;;15679,15680,69018,15652,58338,14936,15576,15643,15645,14874,14878,14601,15858;;
123;;;;6 АП;16078,;;;A>B;A;д/с Лошица - пл. Независимости;1234567;117266;;68811,15462,15463,15464,72005,15457,15458,15491,15492,15493,15546,15547,15548,15549,15550,15551,191224,15552,69093,15944,15870;;d1-d5 - 08.01.2014<br>d6-d7 - 22.02.2014
;;;;;;;;B>A;A;пл. Независимости - д/с Лошица;1234567;117267;;15870,15443,15444,191225,15445,15446,15447,15449,15450,15451,15454,15455,15487,15488,15489,73771,15465,15466,15467,68810,68811;;
124;;;;2 АП;16071,;;;A>B;A;д/с Лошица - ст.м. Пушкинская;1234567;115332;;68811,15463,15464,72005,16125,16124,16127,16128,72006,15493,15546,15547,15548,15549,14805,14806,14808,14809,14810,14813,14814,14815,14816,14762,14715,14817,14818,14819,14684;;d1-d5 - 08.01.2014<br>d6-d7 - 01.01.2014
;;;;;;;;B>A;A;ст.м. Пушкинская - д/с Лошица;1234567;115333;;14684,14590,14702,14703,14704,14714,14716,54642,14763,14717,14719,14720,14721,14722,14723,14724,14726,15447,15449,15450,15451,16129,72007,72008,16126,16123,15489,73771,15465,15466,15467,68810,68811;;
;;;;;;;0.38;A2>D;A;Камвольный к-т - D2;1234567;115329;;68811,15463,15464,72005,16125,16124,16127,16128,72006,15493,15494,15546,15547;;
;;;;;;;0.56;B1>D;A;ст. м.  Пушкинская - D;1234567;115327;;14684,14590,14702,14703,14704,14714,14716,54642,14763,14717,14719,14720,14721,14722,14723,14725,15447;;
;;;;;;;0.56;D>B1;A;D - Семенова;1234567;115330;;15549,14806,14808,14809,14810,14813,14814,14815,14816,14762,14715,14817,14818,14819,14684;;
125;;;;5 АП;16072,;;;A>B;A;ДС Запад-3 - ТЦ "Ждановичи";1234567;115550;;69517,14878,14867,14600,14601,14602,14603,71957,71450,133184,133183;;d1 - 03.02.2014<br>d1-d5 - 13.01.2014<br>d2-d5 - 04.02.2014<br>d6-d7 - 07.01.2014
;;;;;16104,;;;A>B;A;ДСЗапад-3 - ТЦ "Ждановичи";;120060;;;;
;;;;;16072,;;;B>A;A;ТЦ "Ждановичи" - ДС Запад-3;1234567;115547;;133183,133185,151196,71456,14605,14606,14607,14868,14869,72620,69517;;
126;;;;;15873,;;;A>B;A;Масюковщина - ДС Одоевского;1234567;118198;;16235,16233,133157,15240,15241,15242,15243,15244,14681,14852,14850;;d1-d5 - 07.08.2013<br>d6-d7 - 14.09.2013
;;;;;;;;B>A;A;ДС Одоевского - Масюковщина;12345;118201;;14850,14593,15245,15246,15259,15260,15261,15228,58358,16234,133181,16235;;
127;;;;2 АП;15605,;;;A>B;A;ДС Серебрянка - пл.Независимости;1234567;75406;;14501,54486,15794,15796,15799,15757,15756,15754,14797,14798,14799,15608,15609,15610,16246,15869;;d1-d5 - 13.01.2014<br>d6-d7 - 22.09.2012
;;;;;;;;B>A;A;пл.Независимости - ДС Серебрянка;1234567;75405;;15869,15894,73595,15611,14800,14801,15752,15753,14472,15800,15798,15797,15793,14503,14501;;
128;;;;5 АП;16104,;;;A>B;A;Каменная горка-4-ст.м.Каменная горка;12345;120072;;187018,147047,147006,72403,14606,14607,14608;;d1 - 03.02.2014<br>d2-d5 - 04.02.2014
;;;;;;;;B>A;A;ст.м.Каменная горка-Каменная горка-4;12345;120073;;14608,187018;;
129;;;;6 АП;16013,;;;A>B;A;АС Автозаводская - Станция Аэрации;12345;109088;;14830,15620,14901,14833,14511;;d1-d5 - 04.11.2013
;;;;;;;;B>A;A;Станция Аэрации - АС Автозаводская;12345;109089;;14511,14899,14831,14834,14835,14894,14895,14712,14711,14830;;
130;;;;5 АП;15992,;;;A>B;A;ДС Одоевского - ТЦ Ждановичи;1234567;106709;;14850,15169,15195,14818,14819,14838,14839,14840,14841,14539,14551,14553,14555,14556,14557,14558,58376;;d1 - 14.10.2013<br>d2-d5 - 04.02.2014<br>d6-d7 - 21.12.2013
;;;;;;;;B>A;A;т.ц. Ждановичи - д/с Одоевского;12345;106712;;58376,14559,14560,14561,14562,14563,14554,14564,14565,14699,14700,14701,14702,14703,14848,14849,15563,14850;;
;;;;;16060,;;;B>A;A;ТЦ Ждановичи - ДС Одоевского;67;113553;;58376,14559,14560,14561,14562,14563,14554,14564,14565,14699,14700,14701,14702,14703,14848,14849,15563,14850;;
131;;;;7 АП;16055,;;;A>B;A;д/с КАРАСТОЯНОВОЙ - Цнянка;1234567;113449;;15750,15714,15713,58346,14693,14694,14964,14965,14966,14967,14968,14969,14970,16085,16087,16088;;d1-d5 - 16.12.2013<br>d6 - 21.12.2013<br>d7 - 22.12.2013
;;;;;;;;B>A;A;Цнянка - д/с КАРАСТОЯНОВОЙ;1234567;113450;;16088,14972,14999,15000,15001,15002,15003,15004,15005,14845,14846,15716,15715,15750;;
132с;;;;5 АП;16084,;;;A>B;A;Малиновка-8 -ст.м.Петровщина;12345;118181;;14959,14917,143099,14919,14920,14921,15857,72434,73464;;d1-d5 - 14.01.2014
;;;;;;;;B>A;A;ст.м.Петровщина-Малиновка-8;12345;118180;;73464,14959;;
;;;;;;;0.95;D>A1;A;D -Малиновка-8;12345;118177;;15570,15571,14911,14922,14923,14924,14925,14926,14959;;
132сд;;;;;;;;A>B;A;Малиновка-8 -ст.м.Петровщина;12345;118189;;14959,73464;;d1-d5 - 14.01.2014
;;;;;;;;B>A;A;ст.м.Петровщина-Малиновка-8;12345;118188;;73464,15570,15571,14911,14922,14923,14924,14925,14926,14959;;
;;;;;;;0.95;D>A;A;АП 5-Малиновка-8;12345;118186;;15570,15571,14911,14922,14923,14924,14925,14926,14959;;
134с;;;;6 АП;16040,;;;A>B;A;д/с Чижовка - Малиновка-4;1234567;111520;;68866,15536,15539,15500,15485,15486,15456,58334,15985,15052,15056,15058,15031,15032,72680,72679,73882,14923,14925,14928,14929,14947,14949,15581,54638;;d1 - 10.02.2014<br>d2-d5 - 03.12.2013<br>d6-d7 - 22.02.2014
;;;;;;;;B>A;A;Малиновка-4 - д/с Чижовка;1234567;111519;;54638,14951,14953,14955,14956,14957,143099,14920,73882,71916,72681,15949,15030,15047,15049,15089,15960,15490,15459,15460,15469,15500,15502,193249,68866;;
136;;;;7 АП;15738,;;;A>B;A;дс Карастояновой - Озд. центр Ждановичи;67;98669;;15750,15714,73818,73819,68965,15018,15019,15748,15747,15736,14471,15741,15218,15011,15526,15039,15040,15041,15855,15853,15851,15849,54761,15077,15046,15075,15078,15079,15080,71418;;d1-d5 - 16.08.2013<br>d6-d7 - 02.02.2013
;;;;;15933,;;;A>B;A;дс Карастояновой - Озд.  центр Ждановичи;12345;100143;;15750,15714,73818,73819,68965,15018,15019,15748,15747,15736,14471,15741,15218,15011,15526,15039,15040,15041,15855,15853,15851,15849,54761,15077,15046,15075,15078,15079,15080,71418;;
;;;;;15738,;;;B>A;A;Озд.  центр Ждановичи - дс Карастояновой;1234567;98668;;71418,15080,15081,15082,15076,15083,15921,54757,15850,15852,15854,15856,15084,15112,15113,15890,15743,58359,15740,15737,14516,14517,14518,14519,58357,73932,73820,15750;;
137;;;;5 АП;14704,;;;A>B;A;ДС Кунцевщина - Водоочистительная станция;12345;67533;;15858,14606,14607,14868,14869,14870,14892,15171,15173,15174,15156,73320,71983;;d1-d5 - 05.04.2010
;;;;;;;;B>A;A;Водоочистительная станция - ДС Кунцевщина;12345;67530;;71983,73321,15151,15152,15175,15176,14877,14878,14867,14600,14601,15522,15858;;
138;;;;7 АП;16018,;;;A>B;A;д/с Кунцевщина - промузел "Западный";1234567;109543;;15858,14606,14607,14868,14869,14870,14871,14872,14873,15137,15155,15156,73320,71977,71979,71982,71981;;d1-d5 - 17.02.2014<br>d6-d7 - 22.02.2014
;;;;;;;;B>A;A;промузел "Западный" - д/с Кунцевщина;1234567;109544;;71981,71980,71978,14947,14948,14982,14983,15585,15586,15643,15644,15645,58341,58337,14874,14875,14876,14877,14878,14867,14600,14601,54610,15858;;
139;;;;;15892,;;;A>B;A;ав Московский - Великий Лес;1234567;98321;;14387,14340,14678,14512,14676,14650,14648,14646,14644,14642,14376,14373,14372;;d1-d5 - 02.12.2013<br>d6-d7 - 06.07.2013
;;;;;;;;B>A;A;Великий Лес - ав Московский;1234567;98322;;14372,14374,14375,14377,14641,14643,14645,14647,14649,14651,14675,14488,14677,15418,14387;;
140;;;;5 АП;16072,;;;A>B;A;Сухарево-5-ТЦ" Ждановичи";67;115557;;133395,73663,15142,15143,58348,15157,15158,14874,14875,14876,14877,14878,14867,14600,14601,14602,14603,71957,71450,133184,133183;;d1 - 03.02.2014<br>d2-d5 - 04.02.2014<br>d6-d7 - 02.01.2014
;;;;;16104,;;;A>B;A;Сухарево-5- ТЦ "Ждановичи";12345;120066;;133395,73663,15142,15143,58348,15157,15158,14874,14875,14876,14877,14878,14867,14600,14601,14602,14603,71957,71450,133184,133183;;
;;;;;16072,;;;B>A;A;ТЦ "Ждановичи"-Сухарево-5;1234567;115554;;133183,133185,151196,71456,14605,14606,14607,14868,14869,14870,14871,14872,14873,15137,15155,15156,15144,58347,73666,73665,133395;;
142;;;;2 АП;16118,;;;A>B;A;ДС Малиновка-4 - Промузел Западный;1234567;120806;;54638,133398,71977,71979,71981;;d1-d5 - 17.02.2014<br>d6-d7 - 22.02.2014
;;;;;;;;B>A;A;Промузел Западный -ДС  Малиновка-4;1234567;120807;;71981,71980,71978,15581,54638;;
143;;;;7 АП;15748,;;;A>B;A;ДС Карбышева - Зелёный бор;1234567;88588;;14364,14457,16019,16013,16021,16022,16023,16024,111034,72808;;d1-d5 - 12.02.2013<br>d6-d7 - 16.02.2013
;;;;;;;;B>A;A;Зеленый бор - ДС Карбышева;1234567;88589;;72808,16025,16035,16036,16037,16038,16039,16020,14364;;
144с;;;;5 АП;16111,;;;A>B;A;ДС Кунцевщина - ДС Курасовщина;12345;120445;;15858,14606,14607,14868,14870,14892,15171,15173,15174,15156,73320,15949,15030,15047,15048,15836;;d1-d5 - 10.02.2014
;;;;;;;;B>A;A;ДС Курасовщина - ДС Кунцевщина;12345;120446;;15836,15056,15057,15058,15031,15948,73321,15151,15152,15175,15176,14877,14878,14867,14600,14601,15522,15858;;
145с;;;;7 АП;16039,;;;A>B;A;А/В МОСКОВСКИЙ - НИИ Онкологии;1234567;111512;;14387,14341,14344,14400,14396,14391,14389,14457,16019,16013,16021,16022,16023,16024,16026,111037,72785;;d1-d5 - 05.12.2013<br>d6-d7 - 30.11.2013
;;;;;;;;B>A;A;НИИ Онкологии - А/В МОСКОВСКИЙ;1234567;111513;;72785,111036,16025,16035,16036,16037,16038,16039,16020,14439,14388,14392,14397,14401,14346,14393,14387;;
;;;;;;;0;D>B1;A;D - НИИ Онкологии;12345;111514;;14457,16019,16013,16021,16022,16023,16024,16026,111037,72785;;
147;;;;2 АП;16029,;;;A>B;A;Малиновка-4 - Брилевичи;12345;119008;;54638,15583,15584,14984,14985,14986,14987,143099,14919,14920,14921,69034,16231,71916,72681,16232,71972;;d1-d5 - 20.01.2014
;;;;;;;;B>A;A;Брилевичи - Малиновка-4;12345;119009;;71972,72680,72679,73882,14911,14922,14923,14924,14976,14977,14978,14979,15579,15580,15582,54638;;
147д;;;;;16090,;;;A>B;A;Малиновка-4 - Брилевичи;12345;118873;;54638,15583,15584,14984,14985,14986,14987,143099,14919,14920,14921,69034,16231,71916,72681,16232,71972;;d1-d5 - 20.01.2014
;;;;;;;;B>A;A;Брилевичи - Малиновка-4;12345;118874;;71972,72680,72679,73882,14911,14922,14923,14924,14976,14977,14978,14979,15579,15580,15582,54638;;
148с;;;;6 АП;16040,;;;A>B;A;д/с Шабаны - Ландера;67;111600;;14746,14747,14748,14749,14824,14825,14828,14712,14623,14586,15513,15523,15525,15535,15539,15540,15541,15485,15486,15456,58334,15085,133180,15087,15088,15052,15053,15056,15058,15027,69101,15028,15035;;d6-d7 - 01.12.2013
;;;;;;;;B>A;A;Ландера - д/с Шабаны;67;111601;;15035,15036,15037,15038,15031,15047,15049,15050,15051,15071,15072,133179,15074,15960,15490,15459,15460,15469,15500,15501,15502,133126,15504,15506,14617,14584,14620,14626,15620,14745,14746;;
;;;;;;;0.13;B>A1;A;Автозаводская - Шабаны;67;111596;;15620,14745,14746;;
;;;;;;;0.68;A2>D;A;Шабаны - АП 6 ч/з Иг. тракт;67;111604;;14746,14747,14748,14749,14824,14825,14828,14712,14623,14586,15513,15523,15525,15535,15539,15540,15541,15485,15486,15456,58334;;
;;;;;;;0.49;A3>D;A;д/с Шабаны - АП 6 ч/з Чижовку;67;111595;;14746,14747,14748,14749,14824,14825,14828,14712,14623,14586,15513,15523,15525,15535;;
;;;;;;;0.64;B1>D;A;Ландера - D;67;111599;;15035,15036,15037,15038,15031,15047,15049,15050,15051,15071,15072,133179,15074,15960,15490,15459,15460,15469,15500,15501,15502,133126;;
;;;;;;;0.13;D>A1;A;АП6-Шабаны от ст.м.могилевск;67;111597;;15620,14745,14746;;
;;;;;;;0.53;D>A2;A;АП6 -Шабаны от Иг. тракта;67;111603;;15490,15459,15460,15469,15500,15501,15502,133126,15504,15506,14617,14584,14620,14626,15620,14745,14746;;
;;;;;;;0.36;D>A3;A;АП 6-Шабаны с Чижовка;67;111607;;133126,15504,15506,14617,14584,14620,14626,15620,14745,14746;;
;;;;;;;0.51;D>B;A;D - Ландера;67;111602;;15535,15539,15540,15541,15485,15486,15456,58334,15085,133180,15087,15088,15052,15053,15056,15058,15027,69101,15028,15035;;
151э;;;;;16052,;;;A>B;A;д/с Серебрянка - т.ц. Ждановичи;234567;116286;;14501,14504,54306,15757,15754,15909,15944,14525,14539,14553,14555,14556,14557,14558,58376;;d2-d5 - 13.12.2013<br>d6-d7 - 14.12.2013
;;;;;;;;B>A;A;т.ц. Ждановичи - Серебрянка;234567;116287;;58376,14559,14560,14561,14562,14563,14554,14565,15893,15894,15905,15752,15758,15762,14476,14501;;
153;;;;7 АП;15824,;;;A>B;A;танковая - Ст.м. Уручье;12345;92809;;14367,14370,14371,14374,14375,14377,14641,14656,14653;;d1-d5 - 02.12.2013
;;;;;;;;B>A;A;Ст.м. Уручье - танковая;12345;92808;;14653,14652,111246,14434,14437,14367;;
153д;;;;;16041,;;;A>B;A;Танковая - ст.м. Уручье;12345;111960;;14368,14436,14435,14656,14653;;d1-d5 - 13.12.2013
;;;;;;;;B>A;A;Ст.м. Уручье - Танковая;12345;111959;;14653,14652,14378,14642,14376,14373,14371,14370,14368;;
154;;;;4 АП;16034,;;;A>B;A;д/с КАРАСТОЯНОВОЙ - ЩЕДРИНА;12345;110826;;15750,15714,15713,58346,15724,15726,15727,14961,14962,14963,15145,15146,15148;;d1-d5 - 25.11.2013
;;;;;;;;B>A;A;ЩЕДРИНА - д/с КАРАСТОЯНОВОЙ;12345;110827;;15148,15149,15005,15006,15007,15008,15751,15725,15717,15716,15715,15750;;
155;;;;7 АП;15416,;;;A>B;A;ДС УРУЧЬЕ-4 - пос. Озерище;1234567;59661;;14660,14659,14657,14656,14653,14650,14648,14646,14644,14642,14630,14639,16154,16152,16150,16158,14634;;d1-d5 - 01.08.2013<br>d6-d7 - 17.03.2012
;;;;;;;;B>A;A;пос. Озерище - ДС УРУЧЬЕ-4;1234567;59662;;14634,14632,16149,16151,16153,14638,14640,14641,14643,14645,14647,14649,14651,14652,14378,14658,14660;;
156э;;;;4 АП;15651,;;;A>B;A;АС Юго-Западная - Водоочистительная станция;567;82049;;54682,15656,15657,58338,14937,14945,14948,71983;;d1-d4 - 08.11.2012<br>d5 - 09.11.2012<br>d6-d7 - 07.11.2012
;;;;;15652,;;;A>B;A;ДС Юго-Запад - Водоочистительная станция;1234;82045;;54682,15656,15657,58338,14937,14945,14948,71983;;
;;;;;15651,;;;B>A;A;Водоочистительная станция - АС Юго-Западная;567;82050;;71983,14932,14934,15654,15655,15638,54682;;
;;;;;15652,;;;B>A;A;Водоочистительная станция - ДС Юго-Запад;1234;82046;;71983,14932,14934,15654,15655,15638,54682;;
157;;;;7 АП;15313,;;;A>B;A;ДС КАРБЫШЕВА - Маневича;12345;52421;;14364,14458,14459,15783,15785,15786,73668;;d1-d5 - 05.12.2011
;;;;;;;;B>A;A;Маневича - ДС КАРБЫШЕВА;12345;52422;;73668,15787,15784,15782,14451,14364;;
159;;;;5 АП;15738,;;;A>B;A;дс Запад-3 - Каменная горка-5;1234567;87825;;69517,14878,14608,14610,73868,73864,73865,73866;;d1-d5 - 03.02.2014<br>d6-d7 - 02.02.2013
;;;;;;;;B>A;A;Каменная горка-5 - дс Запад-3;1234567;87826;;73866,133344,72615,72616,72617,14868,72620,69517;;
161с;;;;6 АП;16008,;;;A>B;A;ас Автозаводская-Трайпл-полигон  Тростенецкий;12345;108240;;14830,15620,16042,16050,16060,16110,133335;;d1-d5 - 30.10.2013
;;;;;;;;B>A;A;полигон  Тростенецкий-Трайпл-ас Автозаводская;12345;108241;;133335,16110,133119,16051,14828,15343,14626,14830;;
162;;;;7 АП;15003,;;;A>B;A;ДС КАРБЫШЕВА - Цна-2;1234567;52442;;14364,14459,15783,15785,15786,16008,16010,16078,16079;;d1-d5 - 02.12.2013<br>d6-d7 - 21.09.2013
;;;;;;;;B>A;A;Цна-2 - ДС КАРБЫШЕВА;1234567;52443;;16079,16077,15787,15784,15782,14451,14364;;
163;;;;2 АП;16099,;;;A>B;A;ДС Одоевского - Воронянского;1234567;119850;;14850,14853,14682,14683,14684,14685,14686,14687,73833,16188,16189,15114,15115,15566,15122,15774,15891,15665,15838,15873,15878,15879,15880;;d1-d5 - 29.01.2014<br>d6-d7 - 01.02.2014
;;;;;;;;B>A;A;Воронянского - д/с Одоевского;1234567;119848;;15880,15881,15874,15872,15839,15845,15920,15599,15009,15010,15217,73835,73834,14576,14577,14589,14590,14591,14592,14852,15563,14850;;
172э;;;;7 АП;15095,;;;A>B;A;АВ Московский - Колодищанское кладбище;67;52465;;14387,14500,14652,14378,14642,14630,16138,16136;;d6-d7 - 01.05.2011
;;;;;;;;B>A;A;Колодищанское кладбище - АВ Московский;67;52464;;16136,16138,14640,14641,14656,14653,14488,14387;;
173э;;;;6 АП;15801,;;;A>B;A;м-р Сокол - Национальный аэропорт МИНСК;;92553;;;;d1-d5 - 08.01.2014<br>d6-d7 - 06.04.2013
;;;;;16078,;;;A>B;A;м-р Сокол - Аэропорт Минск-2;12345;117550;;16065,133375,73752;;
;;;;;;;;B>A;A;Аэропорт Минск-2 - м-р Сокол;12345;117551;;73752,16065;;
175э;;;;;16118,;;;A>B;A;Вокзал - Колядичи;12345;120786;;15897,15443,15444,15450,15455,15456,15992,15993,15995,15997,15999,15998;;d1-d5 - 17.02.2014
;;;;;;;;B>A;A;Колядичи - Вокзал;12345;120787;;15998,73901,16000,15996,15994,16001,15491,15492,15547,15552,15897;;
181э;;;;5 АП;15957,;;;A>B;A;Каменная Горка-5-ДС Масюковщина;;102091;;;;d1-d5 - 10.12.2013
;;;;;16049,;;;A>B;A;(малыш-3)Каменная Горка-5-ДС Масюковщина;12345;112796;;73866,187017,133387,133389,187018,147047,147006,15259,15261,15262,15227;;
;;;;;;;;B>A;A;(малыш-3)ДС Масюковщина-Каменная Горка-5;12345;112797;;15227,15241,15518,147007,199081,133381,133382,133386,133385,73866;;
185с;;;;;16111,;;;A>B;A;ДС Запад-3 - Масюковщина;12345;120393;;69517,73865,187018,147047,72403,14601,14602,14603,133193,71952,15556,15195,15246,16234,16235;;d1-d5 - 10.02.2014
;;;;;;;;B>A;A;Масюковщина - ДС Запад-3;12345;120394;;16235,133157,15244,14849,15559,71953,71456,14605,73580,151194,199081,133384,73866,14607,69517;;
188;;;;;16083,;;;A>B;A;ДС Запад-3 - ст.м. Немига;12345;118087;;69517,15170,15172,15158,15159,14887,15250,14684,15600,71064;;d1-d5 - 13.01.2014
;;;;;;;;B>A;A;ст.м. Немига - ДС Запад-3;12345;118088;;71064,15566,14838,15258,14885,15155,15175,69517;;
189;;;;4 ТП;16013,;;;A>B;A;д/с Запад-3 - Школа №12;12345;108734;;69517,73864,133382,147047,14615,14882,14883,15151,73484,58361,15177,72620;;d1-d5 - 09.01.2014
;;;;;;;;B>A;A;Школа №12 - д/с Запад-3;12345;108735;;72620,14891,58360,58362,58340,15157,15191,15192,14862,73864,133382,147047,69517;;
196;;;;5 АП;16083,;;;A>B;A;Малиновка-4 - С. Ковалевской;12345;118106;;54638,15583,15584,15585,15586,15590,15591,14934,14935,15654,15655,71807,14907,16249,15696,15676,15677,15678,15679;;d1-d5 - 13.01.2014
;;;;;;;;B>A;A;С. Ковалевской - Малиновка-4;12345;118109;;15679,15680,15681,15682,15684,15212,15213,15656,15657,58338,14936,15575,15576,15577,15578,15579,15580,15582,54638;;
196а;;;;;;;;A>B;A;Малиновка-4 - С. Ковалевской;;118113;;;;d1-d5 - 13.01.2014
;;;;;;;;B>A;A;С. Ковалевской - Малиновка-4;12345;118116;;15679,15680,15681,15682,15684,15212,15213,15656,15657,58338,14936,15575,15576,15643,15644,15646,58341,14874,15139,15140,15141,15142,15143,15144,15157,15158,54675,15640,15577,15578,15579,15580,15582,54638;;
196д;;;;;;;;A>B;A;Малиновка-4 - С. Ковалевской;;118124;;;;d1-d5 - 13.01.2014
;;;;;;;0.47;D>B1;A;АП5- Малиновка-4;12345;118132;;15140,15141,15142,15143,15144,15157,15158,54675,15640,15641,15642,15577,15578,15579,15580,15582,54638;;
198э;;;;6 АП;16104,;;;A>B;A;Сокол -г-ца Спутник;12345;120083;;16065,15343,15872,15839;;d1-d5 - 03.02.2014
;;;;;;;;B>A;A;Г-ца Спутник -Сокол;12345;120084;;15838,15873,73206,16065;;
199с;;;;;;;;A>B;A;д/с Шабаны - пос. Сосны;12345;120279;;14746,14753,14824,14825,16049,16057,16058;;d1-d4 - 03.02.2014<br>d5 - 07.02.2014
;;;;;;;;B>A;A;пос. Сосны - д/с Шабаны;12345;120280;;16058,16052,16050,16060,16051,16048,14625,14713,14746;;
201;;;;5 АП;15977,;;;A>B;A;АС Юго-Западная - Паздерки;1234567;104506;;132076,14812,15089,197129,197130,197131,197132,197133,197134,197135,197136,197137,197138,197139,197140,197141,197142,197143,197144,197145,197146,197147,197148;;d1-d5 - 30.09.2013<br>d6-d7 - 29.09.2013
;;;;;;;;B>A;A;Паздерки - АС Юго-Западная;1234567;104507;;197148,197149,197150,197151,197152,197153,197154,197155,197156,197157,197158,197159,197160,197161,197163,197164,197165,197166,197116,15090,14813,132076;;
201У;;;;;15978,;;;A>B;A;ул. Короткевича - Паздерки;12345;104526;;14812,15089,197129,197130,197131,197132,197133,197134,197135,197136,197137,197138,197139,197140,197141,197142,197143,197144,197145,197146,197147,197148;;d1-d5 - 30.09.2013
202;;;;4 АП;15988,;;;A>B;A;ДС Карастояновой - Нелидовичи;1234567;108494;;54651,14692,14964,197228,197230,14971,111275,111270,197232,197233,197260,197262,197264,197266,197268;;d1-d5 - 10.10.2013<br>d6-d7 - 01.11.2013
;;;;;;;;B>A;A;Нелидовичи - ДС Карастояновой;1234567;108495;;197268,197267,197265,197263,197261,197234,111278,111279,14972,197231,197229,14845,14467,54651;;
209;;;;5 АП;15978,;;;A>B;A;АС Юго-Западная - Крупица;12345;104534;;132076,14812,15089,197129,197130,197131,197132,197133,197134,197135,197136,197137,197138,197139,197140;;d1-d5 - 30.09.2013
;;;;;;;;B>A;A;Крупица - АС Юго-Западная;12345;104535;;197140,197156,197156,197157,197158,197159,197160,197161,197163,197164,197165,197166,197116,15090,14813,132076;;
211;;;;;15985,;;;A>B;A;АС Юго-Западная - Мариполь через Стукатичи;12345;105740;;132076,14812,15104,15106,15089,197091,197092,197093,197094,197095,197096,197098,197099,197101,197102,197103,197186,197188,197190,197192,197194,197195,197196,197198;;d1-d5 - 07.10.2013
;;;;;;;;B>A;A;Мариполь через Стукатичи - АС Юго-Западная;12345;105741;;197198,197199,197200,197194,197193,197191,197189,197187,197107,197108,197109,197110,197111,197112,197113,197114,197115,197116,197117,15090,15097,15102,14813,132076;;
213;;;;;;;;A>B;A;АС Юго-Западная - Мариполь;12345;105734;;132076,14812,15104,15106,15089,197091,197092,197093,197094,197095,197096,197098,197099,197101,197102,197103,197186,197188,197190,197192,197196,197198;;d1-d5 - 07.10.2013
;;;;;;;;B>A;A;Мариполь - АС Юго-Западная;12345;105735;;197198,197199,197193,197191,197189,197187,197107,197108,197109,197110,197111,197112,197113,197114,197115,197116,197117,15090,15097,15102,14813,132076;;
213У;;;;;;;;A>B;A;ул. Короткевича - Мариполь;12345;105732;;14812,15104,15106,15089,197091,197092,197093,197094,197095,197096,197098,197099,197101,197102,197103,197186,197188,197190,197192,197196,197198;;d1-d5 - 07.10.2013
216;;;;4 АП;15988,;;;A>B;A;ДС Карастояновой - Соломоречье;123456;108500;;54651,14692,14964,197228,197230,14971,111275,111270,197232,197233,197235,197237,197239,197241,197242,197244,197246,197248;;d1-d5 - 10.10.2013<br>d6 - 01.11.2013
;;;;;;;;B>A;A;Соломоречье - ДС Карастояновой;123456;108501;;197248,197247,197245,197243,132174,197240,197238,197236,197234,111278,111279,14972,197231,197229,14845,14467,54651;;
228;;;;7 АП;;;;A>B;A;ДС Карастояновой - Нелидовичи ч/з Паперню;1234567;107975;;54651,14692,14964,197228,197230,14971,111275,111270,197232,197233,197235,197237,197236,197260,197262,197264,197266,197268;;d1-d5 - 10.10.2013<br>d6-d7 - 01.11.2013
